Code_Local,Item_Local,Code_FAOFBS,Item_FAOFBS,PHYTAC,PCT2_Local,PCT2_FAO,Code_FAOPIE,Item_FAOPIE,PCT1,NDB_No,Shrt_Desc
2733,Pigmeat,2733,Pigmeat,0,1,1,2027,Meat of Swine,20,10940,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted"
2733,Pigmeat,2733,Pigmeat,0,95,95,1035,"Meat, pig",30,10940,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted"
2733,Pigmeat,2733,Pigmeat,0,1,1,1038,"Meat, pork",30,10940,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted"
2733,Pigmeat,2733,Pigmeat,0,1,1,2073,Pigmeat,30,10940,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted"
2733,Pigmeat,2733,Pigmeat,0,1,1,1041,"Meat, pig sausages",25,7089,"Sausage, Italian, pork, cooked"
2733,Pigmeat,2733,Pigmeat,0,1,1,1041,"Meat, pig sausages",25,7074,"Smoked link sausage, pork"
2734,Poultry Meat,2734,Poultry Meat,0,87,87,1058,"Meat, chicken",5,5004,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted"
2734,Poultry Meat,2734,Poultry Meat,0,87,87,1058,"Meat, chicken",5,5005,"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed"
2734,Poultry Meat,2734,Poultry Meat,0,87,87,1058,"Meat, chicken",45,5009,"Chicken, broilers or fryers, meat and skin, cooked, roasted"
2734,Poultry Meat,2734,Poultry Meat,0,87,87,1058,"Meat, chicken",45,5010,"Chicken, broilers or fryers, meat and skin, cooked, stewed"
2734,Poultry Meat,2734,Poultry Meat,0,1,1,1061,"Meat, chicken, canned",100,5311,"Chicken, canned, no broth"
2734,Poultry Meat,2734,Poultry Meat,0,5,5,1069,"Meat, duck",100,5142,"Duck, domesticated, meat only, cooked, roasted"
2734,Poultry Meat,2734,Poultry Meat,0,1,1,1077,"Meat indigenous, geese",100,5149,"Goose, domesticated, meat only, cooked, roasted"
2734,Poultry Meat,2734,Poultry Meat,0,1,1,1073,"Meat, goose and guinea fowl",96,5149,"Goose, domesticated, meat only, cooked, roasted"
2734,Poultry Meat,2734,Poultry Meat,0,1,1,1073,"Meat, goose and guinea fowl",2,43283,"Pheasant, cooked, total edible"
2734,Poultry Meat,2734,Poultry Meat,0,1,1,1073,"Meat, goose and guinea fowl",2,43282,"Quail, cooked, total edible"
2734,Poultry Meat,2734,Poultry Meat,0,5,5,1080,"Meat, turkey",100,5166,"Turkey, whole, meat and skin, cooked, roasted"
2735,"Meat, Other",2735,"Meat, Other",0,55,55,1127,"Meat, camel",100,170320,CAMEL
2735,"Meat, Other",2735,"Meat, Other",0,4,4,1108,"Meat, ass",1,17167,"Game meat, elk, cooked, roasted"
2735,"Meat, Other",2735,"Meat, Other",0,14,14,1097,"Meat, horse",1,17167,"Game meat, elk, cooked, roasted"
2735,"Meat, Other",2735,"Meat, Other",0,4,4,1108,"Meat, ass",99,17171,"Game meat, horse, cooked, roasted"
2735,"Meat, Other",2735,"Meat, Other",0,14,14,1097,"Meat, horse",99,17171,"Game meat, horse, cooked, roasted"
2735,"Meat, Other",2735,"Meat, Other",0,27,27,1141,"Meat, rabbit",100,17179,"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",4.4,23421,"Beef, New Zealand, imported, kidney, cooked, boiled"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",5.8,23424,"Beef, New Zealand, imported, liver, cooked, boiled"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",9,23442,"Beef, New Zealand, imported, tongue, cooked, boiled"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",11.3,23444,"Beef, New Zealand, imported, tripe uncooked, cooked, boiled"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",8.5,13320,"Beef, variety meats and by-products, brain, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",8.5,13322,"Beef, variety meats and by-products, heart, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",4.4,13324,"Beef, variety meats and by-products, kidneys, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",5.8,13326,"Beef, variety meats and by-products, liver, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",9,13329,"Beef, variety meats and by-products, lungs, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",9,13332,"Beef, variety meats and by-products, pancreas, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",9,13334,"Beef, variety meats and by-products, spleen, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",6.8,13338,"Beef, variety meats and by-products, thymus, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,18,18,868,"Offals, edible, cattle",8.5,13340,"Beef, variety meats and by-products, tongue, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,22,22,1167,"Offals, nes",80,5022,"Chicken, broilers or fryers, giblets, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,22,22,1167,"Offals, nes",10,5024,"Chicken, gizzard, all classes, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,22,22,1167,"Offals, nes",5,5026,"Chicken, heart, all classes, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,1,1,1059,"Offals, liver chicken",100,5028,"Chicken, liver, all classes, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,1,1,1075,"Offals, liver duck",100,5143,"Duck, domesticated, liver, raw"
2736,"Offals, Edible",2736,"Offals, Edible",0,1,1,1074,"Offals, liver geese",100,5150,"Goose, liver, raw"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17357,"Lamb, New Zealand, imported, brains, cooked, soaked and fried"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17357,"Lamb, New Zealand, imported, brains, cooked, soaked and fried"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17372,"Lamb, New Zealand, imported, heart, cooked, soaked and simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17372,"Lamb, New Zealand, imported, heart, cooked, soaked and simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17364,"Lamb, New Zealand, imported, kidney, cooked, soaked and fried"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17364,"Lamb, New Zealand, imported, kidney, cooked, soaked and fried"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17368,"Lamb, New Zealand, imported, liver, cooked, soaked and fried"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17368,"Lamb, New Zealand, imported, liver, cooked, soaked and fried"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",16,17378,"Lamb, New Zealand, imported, tongue - swiss cut, cooked, soaked and simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",16,17378,"Lamb, New Zealand, imported, tongue - swiss cut, cooked, soaked and simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17192,"Lamb, variety meats and by-products, heart, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17192,"Lamb, variety meats and by-products, heart, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",12,17200,"Lamb, variety meats and by-products, liver, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",12,17200,"Lamb, variety meats and by-products, liver, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17206,"Lamb, variety meats and by-products, lungs, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17206,"Lamb, variety meats and by-products, lungs, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17211,"Lamb, variety meats and by-products, pancreas, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17211,"Lamb, variety meats and by-products, pancreas, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17215,"Lamb, variety meats and by-products, spleen, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17215,"Lamb, variety meats and by-products, spleen, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,2,2,1018,"Offals, edible, goats",8,17221,"Lamb, variety meats and by-products, tongue, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,3,3,978,"Offals, sheep,edible",8,17221,"Lamb, variety meats and by-products, tongue, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,1,1,1060,"Fat, liver prepared (foie gras)",100,5282,"Pate de foie gras, canned (goose liver pate), smoked"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10097,"Pork, fresh, variety meats and by-products, brain, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",5.6,10101,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10104,"Pork, fresh, variety meats and by-products, heart, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10107,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",13.2,10111,"Pork, fresh, variety meats and by-products, liver, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10113,"Pork, fresh, variety meats and by-products, lungs, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10116,"Pork, fresh, variety meats and by-products, pancreas, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,53,53,1036,"Offals, pigs, edible",11.6,10118,"Pork, fresh, variety meats and by-products, spleen, cooked, braised"
2736,"Offals, Edible",2736,"Offals, Edible",0,22,22,1167,"Offals, nes",5,5178,"Turkey, liver, all classes, cooked, simmered"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,18,18,869,"Fat, cattle",100,4001,"Fat, beef tallow"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,28,28,1225,Tallow,70,4001,"Fat, beef tallow"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,1,1,1168,"Oils, fats of animal nes",40,4542,"Fat, chicken"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,1,1,1168,"Oils, fats of animal nes",40,4574,"Fat, duck"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,1,1,1168,"Oils, fats of animal nes",12,4576,"Fat, goose"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,28,28,1225,Tallow,30,4520,"Fat, mutton tallow"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,1,1,1168,"Oils, fats of animal nes",8,4575,"Fat, turkey"
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,7,7,1037,"Fat, pigs",100,4002,Lard
2737,"Fats, Animals, Raw",2737,"Fats, Animals, Raw",0,46,46,1043,Lard,100,4002,Lard
2740,"Butter, Ghee",2740,"Butter, Ghee",0,5,5,887,"Ghee, butteroil of cow milk",100,1003,"Butter oil, anhydrous"
2740,"Butter, Ghee",2740,"Butter, Ghee",0,67,67,953,"Ghee, of buffalo milk",100,1003,"Butter oil, anhydrous"
2740,"Butter, Ghee",2740,"Butter, Ghee",0,1,1,1938,Butter,100,1145,"Butter, without salt"
2740,"Butter, Ghee",2740,"Butter, Ghee",0,22,22,952,"Butter, buffalo milk",100,1145,"Butter, without salt"
2740,"Butter, Ghee",2740,"Butter, Ghee",0,5,5,886,"Butter, cow milk",100,1145,"Butter, without salt"
2743,Cream,2743,Cream,0,100,100,885,Cream fresh,100,1053,"Cream, fluid, heavy whipping"
2744,Eggs,2744,Eggs,0,2,2,1091,"Eggs, other bird, in shell",25,1138,"Egg, duck, whole, fresh, raw"
2744,Eggs,2744,Eggs,0,2,2,1091,"Eggs, other bird, in shell",25,1139,"Egg, goose, whole, fresh, raw"
2744,Eggs,2744,Eggs,0,2,2,1091,"Eggs, other bird, in shell",25,1140,"Egg, quail, whole, fresh, raw"
2744,Eggs,2744,Eggs,0,2,2,1091,"Eggs, other bird, in shell",25,1141,"Egg, turkey, whole, fresh, raw"
2744,Eggs,2744,Eggs,0,1,1,1942,Eggs in The Shell,16,1128,"Egg, whole, cooked, fried"
2744,Eggs,2744,Eggs,0,97,97,1062,"Eggs, hen, in shell",16,1128,"Egg, whole, cooked, fried"
2744,Eggs,2744,Eggs,0,1,1,1942,Eggs in The Shell,16,1129,"Egg, whole, cooked, hard-boiled"
2744,Eggs,2744,Eggs,0,97,97,1062,"Eggs, hen, in shell",16,1129,"Egg, whole, cooked, hard-boiled"
2744,Eggs,2744,Eggs,0,1,1,1942,Eggs in The Shell,16,1130,"Egg, whole, cooked, omelet"
2744,Eggs,2744,Eggs,0,97,97,1062,"Eggs, hen, in shell",16,1130,"Egg, whole, cooked, omelet"
2744,Eggs,2744,Eggs,0,1,1,1942,Eggs in The Shell,16,1131,"Egg, whole, cooked, poached"
2744,Eggs,2744,Eggs,0,97,97,1062,"Eggs, hen, in shell",16,1131,"Egg, whole, cooked, poached"
2744,Eggs,2744,Eggs,0,1,1,1942,Eggs in The Shell,16,1132,"Egg, whole, cooked, scrambled"
2744,Eggs,2744,Eggs,0,97,97,1062,"Eggs, hen, in shell",16,1132,"Egg, whole, cooked, scrambled"
2744,Eggs,2744,Eggs,0,1,1,1942,Eggs in The Shell,20,1123,"Egg, whole, raw, fresh"
2744,Eggs,2744,Eggs,0,97,97,1062,"Eggs, hen, in shell",20,1123,"Egg, whole, raw, fresh"
2745,Honey,2745,Honey,0,100,100,1182,"Honey, natural",100,19296,Honey
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,13.7,15187,"Fish, bass, freshwater, mixed species, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,4.2,15188,"Fish, bass, striped, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,4.2,15190,"Fish, burbot, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,13.7,15009,"Fish, carp, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,13.7,15233,"Fish, catfish, channel, wild, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,8.4,15195,"Fish, drum, freshwater, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,2.1,15026,"Fish, eel, mixed species, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,13.7,15061,"Fish, perch, mixed species, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,13.7,15204,"Fish, pike, walleye, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,8.4,15262,"Fish, tilapia, cooked, dry heat"
2761,Freshwater Fish,2761,Freshwater Fish,0,,,,,4.2,15219,"Fish, trout, mixed species, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15190,"Fish, burbot, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15191,"Fish, butterfish, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,12.5,15009,"Fish, carp, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,12.5,15233,"Fish, catfish, channel, wild, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15016,"Fish, cod, Atlantic, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15192,"Fish, cod, Pacific, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15269,"Fish, cod, Pacific, untreated, cooked"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15193,"Fish, cusk, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15026,"Fish, eel, mixed species, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,6.3,15029,"Fish, flatfish (flounder and sole species), cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15034,"Fish, haddock, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15037,"Fish, halibut, Atlantic and Pacific, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15196,"Fish, halibut, greenland, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15067,"Fish, pollock, Alaska, cooked, dry heat"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,5.2,15267,"Fish, pollock, Alaska, untreated, cooked"
2762,Demersal Fish,2762,Demersal Fish,0,,,,,6.3,15262,"Fish, tilapia, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,13,15188,"Fish, bass, striped, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,8.5,15189,"Fish, bluefish, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15194,"Fish, dolphinfish, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15040,"Fish, herring, Atlantic, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15042,"Fish, herring, Atlantic, kippered"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15197,"Fish, herring, Pacific, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15047,"Fish, mackerel, Atlantic, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15200,"Fish, mackerel, king, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15201,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,7.6,15052,"Fish, mackerel, spanish, cooked, dry heat"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,2.7,15273,"Fish, salmon, sockeye, untreated, cooked"
2763,Pelagic Fish,2763,Pelagic Fish,0,,,,,15,15118,"Fish, tuna, fresh, bluefin, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,6,15188,"Fish, bass, striped, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.8,15189,"Fish, bluefish, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15190,"Fish, burbot, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.8,15191,"Fish, butterfish, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,6.6,15009,"Fish, carp, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,6.6,15233,"Fish, catfish, channel, wild, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15016,"Fish, cod, Atlantic, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15192,"Fish, cod, Pacific, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15269,"Fish, cod, Pacific, untreated, cooked"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15193,"Fish, cusk, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.8,15194,"Fish, dolphinfish, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15026,"Fish, eel, mixed species, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15029,"Fish, flatfish (flounder and sole species), cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15034,"Fish, haddock, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15037,"Fish, halibut, Atlantic and Pacific, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15196,"Fish, halibut, greenland, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15040,"Fish, herring, Atlantic, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15042,"Fish, herring, Atlantic, kippered"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15197,"Fish, herring, Pacific, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15047,"Fish, mackerel, Atlantic, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15200,"Fish, mackerel, king, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15201,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.6,15052,"Fish, mackerel, spanish, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15067,"Fish, pollock, Alaska, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,2.7,15267,"Fish, pollock, Alaska, untreated, cooked"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,1.5,15273,"Fish, salmon, sockeye, untreated, cooked"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,3.3,15262,"Fish, tilapia, cooked, dry heat"
2764,"Marine Fish, Other",2764,"Marine Fish, Other",0,,,,,7.1,15118,"Fish, tuna, fresh, bluefin, cooked, dry heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15137,"Crustaceans, crab, alaska king, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15140,"Crustaceans, crab, blue, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15226,"Crustaceans, crab, dungeness, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15227,"Crustaceans, crab, queen, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15243,"Crustaceans, crayfish, mixed species, farmed, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15146,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,2.5,15148,"Crustaceans, lobster, northern, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,15,15151,"Crustaceans, shrimp, mixed species, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15271,"Crustaceans, shrimp, untreated, cooked"
2765,Crustaceans,2765,Crustaceans,0,,,,,2.5,15228,"Crustaceans, spiny lobster, mixed species, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5.8,15159,"Mollusks, clam, mixed species, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5.8,15157,"Mollusks, clam, mixed species, raw"
2765,Crustaceans,2765,Crustaceans,0,,,,,5.8,15165,"Mollusks, mussel, blue, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5.8,15164,"Mollusks, mussel, blue, raw"
2765,Crustaceans,2765,Crustaceans,0,,,,,5.8,15167,"Mollusks, oyster, eastern, wild, raw"
2765,Crustaceans,2765,Crustaceans,0,,,,,5.8,15171,"Mollusks, oyster, Pacific, raw"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15178,"Mollusks, whelk, unspecified, cooked, moist heat"
2765,Crustaceans,2765,Crustaceans,0,,,,,5,15177,"Mollusks, whelk, unspecified, raw"
2766,Cephalopods,2766,Cephalopods,0,,,,,33,15229,"Mollusks, cuttlefish, mixed species, cooked, moist heat"
2766,Cephalopods,2766,Cephalopods,0,,,,,33,15230,"Mollusks, octopus, common, cooked, moist heat"
2766,Cephalopods,2766,Cephalopods,0,,,,,34,15176,"Mollusks, squid, mixed species, cooked, fried"
2767,"Molluscs, Other",2767,"Molluscs, Other",0,,,,,25,15156,"Mollusks, abalone, mixed species, cooked, fried"
2767,"Molluscs, Other",2767,"Molluscs, Other",0,,,,,75,90560,"Mollusks, snail, raw"
2768,"Meat, Aquatic Mammals",2768,"Meat, Aquatic Mammals",0,,,,,20,35055,"Seal, bearded (Oogruk), meat, dried (Alaska Native)"
2769,"Aquatic Animals, Others",2769,"Aquatic Animals, Others",0,,,,,20,43497,"Jellyfish, dried, salted"
2775,Aquatic Plants,2775,Aquatic Plants,97,,,,,20,11442,"Seaweed, agar, raw"
2775,Aquatic Plants,2775,Aquatic Plants,97,,,,,20,11444,"Seaweed, irishmoss, raw"
2775,Aquatic Plants,2775,Aquatic Plants,97,,,,,40,11445,"Seaweed, kelp, raw"
2775,Aquatic Plants,2775,Aquatic Plants,97,,,,,20,11446,"Seaweed, laver, raw"
2781,"Fish, Body Oil",2781,"Fish, Body Oil",0,,,,,25,4590,"Fish oil, herring"
2781,"Fish, Body Oil",2781,"Fish, Body Oil",0,,,,,25,4591,"Fish oil, menhaden"
2781,"Fish, Body Oil",2781,"Fish, Body Oil",0,,,,,25,4593,"Fish oil, salmon"
2781,"Fish, Body Oil",2781,"Fish, Body Oil",0,,,,,25,4594,"Fish oil, sardine"
2782,"Fish, Liver Oil",2782,"Fish, Liver Oil",0,,,,,100,4589,"Fish oil, cod liver"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,1,20134,"Rice noodles, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",1,20134,"Rice noodles, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,2,20037,"Rice, brown, long-grain, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,99,99,27,"Rice, paddy",2,20037,"Rice, brown, long-grain, cooked"
2805,Rice (Milled Equivalent),2805,Rice (Milled Equivalent),226,1,1,1946,Rice,2,20041,"Rice, brown, medium-grain, cooked"
